"","trial","reaction_time","id","targ_index","scaled_rt"
"239",5069,414,"spoli_c_093",23,0.145384396042499
"240",5081,619,"spoli_c_093",24,0.547665750115492
"241",5343,NA,"spoli_c_097",1,NA
"242",5349,1106,"spoli_c_097",2,2.99637393447636
"243",5361,698,"spoli_c_097",3,1.25812139978755
"244",5373,470,"spoli_c_097",4,0.286744983343806
"245",5385,488,"spoli_c_097",5,0.363432595168312
"246",5400,784,"spoli_c_097",6,1.62451776739352
"247",5412,425,"spoli_c_097",7,0.0950259537825402
"248",5418,463,"spoli_c_097",8,0.256922023189831
"249",5436,229,"spoli_c_097",9,-0.74001693052875
"250",5442,334,"spoli_c_097",10,-0.29267252821913
"251",5457,227,"spoli_c_097",11,-0.748537776287028
"252",5472,301,"spoli_c_097",12,-0.433266483230725
"253",5484,243,"spoli_c_097",13,-0.6803710102208
"254",5493,298,"spoli_c_097",14,-0.446047751868142
"255",5499,328,"spoli_c_097",15,-0.318235065493965
"256",5511,340,"spoli_c_097",16,-0.267109990944295
"257",5526,333,"spoli_c_097",17,-0.296932951098269
"258",5535,469,"spoli_c_097",18,0.282484560464666
"259",5550,326,"spoli_c_097",19,-0.326755911252244
"260",5562,-159,"spoli_c_097",20,-2.39306100763477
"261",5574,345,"spoli_c_097",21,-0.245807876548598
"262",5580,497,"spoli_c_097",22,0.401776401080565
"263",5601,362,"spoli_c_097",23,-0.173380687603231
"264",5613,355,"spoli_c_097",24,-0.203203647757206
"265",5873,668,"spoli_c_125",1,-0.658171186916198
"266",5879,NA,"spoli_c_125",2,NA
"267",5891,670,"spoli_c_125",3,-0.642087260805062
"268",5903,659,"spoli_c_125",4,-0.730548854416307
"269",5915,753,"spoli_c_125",5,0.0253956728070557
"270",5930,700,"spoli_c_125",6,-0.400828369138032
"271",5942,787,"spoli_c_125",7,0.298822416696357
"272",5948,727,"spoli_c_125",8,-0.183695366637704
"273",5966,737,"spoli_c_125",9,-0.103275736082027
"274",5972,819,"spoli_c_125",10,0.556165234474523
"275",5987,700,"spoli_c_125",11,-0.400828369138032
"276",6002,839,"spoli_c_125",12,0.717004495585877
"277",6014,699,"spoli_c_125",13,-0.408870332193599
"278",6023,NA,"spoli_c_125",14,NA
"279",6029,NA,"spoli_c_125",15,NA
"280",6041,NA,"spoli_c_125",16,NA
"281",6056,728,"spoli_c_125",17,-0.175653403582137
"282",6065,1020,"spoli_c_125",18,2.17259980864363
"283",6080,678,"spoli_c_125",19,-0.577751556360521
"284",6092,643,"spoli_c_125",20,-0.85922026330539
"285",6104,631,"spoli_c_125",21,-0.955723819972202
"286",6110,NA,"spoli_c_125",22,NA
"287",6131,684,"spoli_c_125",23,-0.529499778027115
"288",6143,1105,"spoli_c_125",24,2.85616666836688
"289",6399,518,"spoli_c_126",1,-0.880594278393034
"290",6417,607,"spoli_c_126",2,-0.361119786211322
"291",6426,667,"spoli_c_126",3,-0.0109122633921901
"292",6432,870,"spoli_c_126",4,1.17395652214587
"293",6444,325,"spoli_c_126",5,-2.00709514346124
"294",6465,661,"spoli_c_126",6,-0.0459330156741032
"295",6477,837,"spoli_c_126",7,0.98134238459535
"296",6489,569,"spoli_c_126",8,-0.582917883996772
"297",6501,650,"spoli_c_126",9,-0.110137728190944
"298",6510,704,"spoli_c_126",10,0.205049042346275
"299",6516,743,"spoli_c_126",11,0.43268393217871
"300",6531,524,"spoli_c_126",12,-0.845573526111121
"301",6540,628,"spoli_c_126",13,-0.238547153224626
"302",6558,1256,"spoli_c_126",14,3.42695825228229
"303",6567,641,"spoli_c_126",15,-0.162668856613814
"304",6579,653,"spoli_c_126",16,-0.0926273520499875
"305",6600,596,"spoli_c_126",17,-0.425324498728163
"306",6606,720,"spoli_c_126",18,0.298437715098043
"307",6621,570,"spoli_c_126",19,-0.577081091949787
"308",6639,584,"spoli_c_126",20,-0.495366003291989
"309",6648,698,"spoli_c_126",21,0.170028290064361
"310",6657,783,"spoli_c_126",22,0.666155614058132
"311",6672,580,"spoli_c_126",23,-0.518713171479931
"312",6678,NA,"spoli_c_126",24,NA
"313",6931,420,"spoli_c_342",1,-0.351948069216119
"314",6949,338,"spoli_c_342",2,-1.14879567850976
"315",6958,419,"spoli_c_342",3,-0.361665722987992
"316",6964,NA,"spoli_c_342",4,NA
"317",6976,431,"spoli_c_342",5,-0.245053877725509
"318",6997,706,"spoli_c_342",6,2.42730090953974
"319",7009,489,"spoli_c_342",7,0.318570041043162
"320",7021,529,"spoli_c_342",8,0.707276191918107
"321",7033,558,"spoli_c_342",9,0.989088151302442
"322",7042,746,"spoli_c_342",10,2.81600706041468
"323",7048,506,"spoli_c_342",11,0.483770155165013
"324",7063,401,"spoli_c_342",12,-0.536583490881718
"325",7072,485,"spoli_c_342",13,0.279699425955667
"326",7090,378,"spoli_c_342",14,-0.760089527634811
"327",7099,383,"spoli_c_342",15,-0.711501258775443
"328",7111,372,"spoli_c_342",16,-0.818395450266053
"329",7132,359,"spoli_c_342",17,-0.94472494930041
"330",7138,502,"spoli_c_342",18,0.444899540077519
"331",7153,385,"spoli_c_342",19,-0.692065951231696
"332",7171,383,"spoli_c_342",20,-0.711501258775443
"333",7180,458,"spoli_c_342",21,0.0173227741150792
"334",7189,397,"spoli_c_342",22,-0.575454105969212
"335",7204,418,"spoli_c_342",23,-0.371383376759866
"336",7210,430,"spoli_c_342",24,-0.254771531497382
"337",7463,674,"spoli_c_379",1,0.203152717066299
"338",7481,489,"spoli_c_379",2,-0.0864442640256427
"339",7490,NA,"spoli_c_379",3,NA
"340",7496,715,"spoli_c_379",4,0.267333669632622
"341",7508,723,"spoli_c_379",5,0.27985678232849
"342",7529,841,"spoli_c_379",6,0.464572694592539
"343",7541,944,"spoli_c_379",7,0.625807770551837
"344",7553,740,"spoli_c_379",8,0.306468396807209
"345",7565,774,"spoli_c_379",9,0.359691625764647
"346",7574,NA,"spoli_c_379",10,NA
"347",7580,NA,"spoli_c_379",11,NA
"348",7595,-674,"spoli_c_379",12,-1.90699177218742
"349",7604,751,"spoli_c_379",13,0.323687676764027
"350",7622,NA,"spoli_c_379",14,NA
"351",7631,1732,"spoli_c_379",15,1.85933437109481
"352",7643,NA,"spoli_c_379",16,NA
"353",7664,807,"spoli_c_379",17,0.411349465635101
"354",7670,744,"spoli_c_379",18,0.312729953155142
"355",7685,717,"spoli_c_379",19,0.270464447806589
"356",7703,NA,"spoli_c_379",20,NA
"357",7712,623,"spoli_c_379",21,0.123317873630142
"358",7721,717,"spoli_c_379",22,0.270464447806589
"359",7736,-774,"spoli_c_379",23,-2.06353068088577
"360",7742,-747,"spoli_c_379",24,-2.02126517553721
"361",8002,537,"spoli_c_391",1,1.03871407985654
"362",8008,491,"spoli_c_391",2,0.523430428476725
"363",8020,491,"spoli_c_391",3,0.523430428476725
"364",8032,606,"spoli_c_391",4,1.81163955692625
"365",8044,501,"spoli_c_391",5,0.635448613559292
"366",8059,389,"spoli_c_391",6,-0.619155059365464
"367",8071,474,"spoli_c_391",7,0.33299951383636
"368",8077,352,"spoli_c_391",8,-1.03362234417096
"369",8095,416,"spoli_c_391",9,-0.316705959642532
"370",8101,378,"spoli_c_391",10,-0.742375062956288
"371",8116,372,"spoli_c_391",11,-0.809585974005829
"372",8131,NA,"spoli_c_391",12,NA
"373",8143,NA,"spoli_c_391",13,NA
"374",8152,491,"spoli_c_391",14,0.523430428476725
"375",8158,547,"spoli_c_391",15,1.1507322649391
"376",8170,479,"spoli_c_391",16,0.389008606377644
"377",8185,393,"spoli_c_391",17,-0.574347785332437
"378",8194,325,"spoli_c_391",18,-1.3360714438939
"379",8209,534,"spoli_c_391",19,1.00510862433177
"380",8221,484,"spoli_c_391",20,0.445017698918928
"381",8233,505,"spoli_c_391",21,0.68025588759232
"382",8239,459,"spoli_c_391",22,0.164972236212509
"383",8260,291,"spoli_c_391",23,-1.71693327317463
"384",8272,259,"spoli_c_391",24,-2.07539146543884
"385",8533,652,"spoli_c_396",1,-0.0201063054386405
"386",8539,636,"spoli_c_396",2,-0.220082532504042
"387",8551,520,"spoli_c_396",3,-1.66991017872821
"388",8563,617,"spoli_c_396",4,-0.457554302144207
"389",8575,780,"spoli_c_396",5,1.57970351108458
"390",8590,624,"spoli_c_396",6,-0.370064702803094
"391",8602,708,"spoli_c_396",7,0.679810489290266
"392",8608,629,"spoli_c_396",8,-0.307572131845156
"393",8626,697,"spoli_c_396",9,0.542326833182803
"394",8632,711,"spoli_c_396",10,0.717306031865029
"395",8647,693,"spoli_c_396",11,0.492332776416452
"396",8662,736,"spoli_c_396",12,1.02976888665472
"397",8674,529,"spoli_c_396",13,-1.55742355100392
"398",8683,580,"spoli_c_396",14,-0.919999327232949
"399",8689,NA,"spoli_c_396",15,NA
"400",8701,592,"spoli_c_396",16,-0.770017156933898
"401",8716,573,"spoli_c_396",17,-1.00748892657406
"402",8725,801,"spoli_c_396",18,1.84217230910792
"403",8740,766,"spoli_c_396",19,1.40472431240235
"404",8752,600,"spoli_c_396",20,-0.670029043401197
"405",8764,578,"spoli_c_396",21,-0.944996355616125
