"part_id","hit_before_n","hit_during_n","hit_after_n","miss_n","false_alarm_n","corr_rej_n","hit_n","target","distractors","d_prime","auto_dprime$dprime","sl_aprime","task"
"blast_c_457",1,2,37,8,43,485,40,48,528,2.36287619391171,2.36287619391171,0.930207357075914,"ssl"
"blast_c_462",0,0,12,36,14,514,12,48,528,1.26018432990317,1.26018432990317,0.780877844593798,"ssl"
"blast_c_467",1,5,21,21,29,499,27,48,528,1.75618521271525,1.75618521271525,0.859857762663374,"ssl"
"blast_c_470",3,2,11,32,28,500,16,48,528,1.18542862254704,1.18542862254704,0.784227272727273,"ssl"
"blast_c_471",0,7,29,12,4,524,36,48,528,3.10322683688836,3.10322683688836,0.934497648238106,"ssl"
"blast_c_475",2,1,16,29,16,512,19,48,528,1.61221158506867,1.61221158506867,0.825099525269139,"ssl"
"blast_c_478",0,0,17,31,15,513,17,48,528,1.53061148795901,1.53061148795901,0.813767186832202,"ssl"
"blast_c_479",2,3,28,15,55,473,33,48,528,1.74693797217777,1.74693797217777,0.874911909795631,"ssl"
"blast_c_483",0,1,9,38,18,510,10,48,528,1.01158547627893,1.01158547627893,0.754188948306595,"ssl"
"blast_c_484",1,0,25,22,13,515,26,48,528,2.07112009428483,2.07112009428483,0.871160635481024,"ssl"
"blast_c_485",7,6,2,33,47,481,15,48,528,0.858068139505593,0.858068139505593,0.74011844011844,"ssl"
"blast_c_487",1,2,14,31,22,506,17,48,528,1.35756898592452,1.35756898592452,0.802109974424552,"ssl"
"blast_c_488",2,13,18,15,12,516,33,48,528,2.48919998022065,2.48919998022065,0.911793676724966,"ssl"
"blast_c_491",3,1,13,31,34,494,17,48,528,1.14480375661956,1.14480375661956,0.781974604343025,"ssl"
"blast_c_492",2,2,10,34,53,475,14,48,528,0.730873904733959,0.730873904733959,0.717118933697881,"ssl"
"blast_c_493",0,2,23,23,13,515,25,48,528,2.0187318190467,2.0187318190467,0.865366284201236,"ssl"
"blast_c_497",0,3,32,13,30,498,35,48,528,2.19235246489569,2.19235246489569,0.908732331925103,"ssl"
"blast_c_498",32,8,0,8,274,254,40,48,528,0.919929698981378,0.919929698981378,0.757704008589835,"ssl"
"spoli_c_008",1,1,10,36,55,473,12,48,528,0.583671810867015,0.583671810867015,0.686531007751938,"ssl"
"spoli_c_019",16,8,10,14,161,367,34,48,528,1.05881202956238,1.05881202956238,0.787475046991796,"ssl"
"spoli_c_049",0,0,2,46,48,480,2,48,528,-0.396486660003309,-0.396486660003309,0.351737483530962,"ssl"
"spoli_c_054",1,21,21,5,7,521,43,48,528,3.47674390962587,3.47674390962587,0.969908656713995,"ssl"
"spoli_c_071",6,33,5,4,81,447,44,48,528,2.40491536059294,2.40491536059294,0.933552655906225,"ssl"
"spoli_c_076",1,9,21,17,13,515,31,48,528,2.34058204886848,2.34058204886848,0.899692509182017,"ssl"
"spoli_c_078",0,18,21,9,5,523,39,48,528,3.23386828192441,3.23386828192441,0.949763111330989,"ssl"
"spoli_c_088",3,6,21,18,18,509,30,48,527,2.14158783643183,2.14158783643183,0.889272436745786,"ssl"
"spoli_c_093",2,4,14,28,49,479,20,48,528,1.11326148636728,1.11326148636728,0.783566616056178,"ssl"
"spoli_c_097",0,21,7,20,4,523,28,48,527,2.63847802779187,2.63847802779187,0.891783733477355,"ssl"
"spoli_c_125",0,2,4,42,2,526,6,48,528,1.52006550440484,1.52006550440484,0.772842493374813,"ssl"
"spoli_c_126",2,3,10,33,47,481,15,48,528,0.858068139505593,0.858068139505593,0.74011844011844,"ssl"
"spoli_c_379",0,3,4,41,5,523,7,48,528,1.29224927113548,1.29224927113548,0.768183059770058,"ssl"
"spoli_c_391",0,12,18,18,12,516,30,48,528,2.31906293307035,2.31906293307035,0.894978858350951,"ssl"
"spoli_c_396",1,0,32,15,24,504,33,48,528,2.17939804069957,2.17939804069957,0.901625836284927,"ssl"
"spoli_c_409",1,13,12,22,17,511,26,48,528,1.95407598319235,1.95407598319235,0.86674455681305,"ssl"
"spoli_c_410",2,6,18,22,20,508,26,48,528,1.88048386942816,1.88048386942816,0.863422994328506,"ssl"
