"","ans","subj","key","trial_order","corr"
"620","1","spoli_c_426",1,12,1
"621","1","spoli_c_426",1,13,1
"622","1","spoli_c_426",2,14,0
"623","1","spoli_c_426",1,15,1
"624","1","spoli_c_426",2,16,0
"625","1","spoli_c_426",1,17,1
"626","1","spoli_c_426",1,18,1
"627","1","spoli_c_426",2,19,0
"628","1","spoli_c_426",1,20,1
"629","1","spoli_c_426",1,21,1
"630","1","spoli_c_426",2,22,0
"631","1","spoli_c_426",2,23,0
"632","1","spoli_c_426",1,24,1
"633","1","spoli_c_426",2,25,0
"634","1","spoli_c_426",2,26,0
"635","1","spoli_c_426",1,27,1
"636","1","spoli_c_426",2,28,0
"637","1","spoli_c_426",1,29,1
"638","1","spoli_c_426",2,30,0
"639","1","spoli_c_426",1,31,1
"640","1","spoli_c_426",1,32,1
"641","1","spoli_c_439",2,1,0
"642","1","spoli_c_439",2,2,0
"643","1","spoli_c_439",1,3,1
"644","1","spoli_c_439",2,4,0
"645","1","spoli_c_439",1,5,1
"646","2","spoli_c_439",2,6,1
"647","2","spoli_c_439",2,7,1
"648","2","spoli_c_439",1,8,0
"649","1","spoli_c_439",2,9,0
"650","2","spoli_c_439",1,10,0
"651","2","spoli_c_439",2,11,1
"652","1","spoli_c_439",1,12,1
"653","1","spoli_c_439",1,13,1
"654","2","spoli_c_439",2,14,1
"655","2","spoli_c_439",1,15,0
"656","1","spoli_c_439",2,16,0
"657","1","spoli_c_439",1,17,1
"658","1","spoli_c_439",1,18,1
"659","1","spoli_c_439",2,19,0
"660","2","spoli_c_439",1,20,0
"661","2","spoli_c_439",1,21,0
"662","1","spoli_c_439",2,22,0
"663","2","spoli_c_439",2,23,1
"664","1","spoli_c_439",1,24,1
"665","2","spoli_c_439",2,25,1
"666","1","spoli_c_439",2,26,0
"667","1","spoli_c_439",1,27,1
"668","2","spoli_c_439",2,28,1
"669","1","spoli_c_439",1,29,1
"670","1","spoli_c_439",2,30,0
"671","1","spoli_c_439",1,31,1
"672","2","spoli_c_439",1,32,0
"673","1","spoli_c_444",2,1,0
"674","1","spoli_c_444",2,2,0
"675","1","spoli_c_444",1,3,1
"676","1","spoli_c_444",2,4,0
"677","1","spoli_c_444",1,5,1
"678","1","spoli_c_444",2,6,0
"679","2","spoli_c_444",2,7,1
"680","1","spoli_c_444",1,8,1
"681","1","spoli_c_444",2,9,0
"682","1","spoli_c_444",1,10,1
"683","1","spoli_c_444",2,11,0
"684","1","spoli_c_444",1,12,1
"685","1","spoli_c_444",1,13,1
"686","1","spoli_c_444",2,14,0
"687","1","spoli_c_444",1,15,1
"688","1","spoli_c_444",2,16,0
"689","1","spoli_c_444",1,17,1
"690","1","spoli_c_444",1,18,1
"691","1","spoli_c_444",2,19,0
"692","1","spoli_c_444",1,20,1
"693","1","spoli_c_444",1,21,1
"694","2","spoli_c_444",2,22,1
"695","2","spoli_c_444",2,23,1
"696","1","spoli_c_444",1,24,1
"697","2","spoli_c_444",2,25,1
"698","1","spoli_c_444",2,26,0
"699","1","spoli_c_444",1,27,1
"700","1","spoli_c_444",2,28,0
"701","2","spoli_c_444",1,29,0
"702","2","spoli_c_444",2,30,1
"703","2","spoli_c_444",1,31,0
"704","2","spoli_c_444",1,32,0
"705","2","spoli_c_447",2,1,1
"706","1","spoli_c_447",2,2,0
"707","2","spoli_c_447",1,3,0
"708","2","spoli_c_447",2,4,1
"709","1","spoli_c_447",1,5,1
"710","2","spoli_c_447",2,6,1
"711","2","spoli_c_447",2,7,1
"712","2","spoli_c_447",1,8,0
"713","2","spoli_c_447",2,9,1
"714","2","spoli_c_447",1,10,0
"715","2","spoli_c_447",2,11,1
"716","2","spoli_c_447",1,12,0
"717","2","spoli_c_447",1,13,0
"718","2","spoli_c_447",2,14,1
"719","2","spoli_c_447",1,15,0
"720","2","spoli_c_447",2,16,1
"721","2","spoli_c_447",1,17,0
"722","2","spoli_c_447",1,18,0
"723","2","spoli_c_447",2,19,1
"724","2","spoli_c_447",1,20,0
"725","2","spoli_c_447",1,21,0
"726","2","spoli_c_447",2,22,1
"727","2","spoli_c_447",2,23,1
"728","2","spoli_c_447",1,24,0
"729","2","spoli_c_447",2,25,1
"730","2","spoli_c_447",2,26,1
"731","2","spoli_c_447",1,27,0
