"ans","subj","key","trial_order","corr","task"
2,"spoli_c_730",1,16,0,"ssl"
2,"spoli_c_730",1,17,0,"ssl"
2,"spoli_c_730",2,18,1,"ssl"
1,"spoli_c_730",1,19,1,"ssl"
2,"spoli_c_730",2,20,1,"ssl"
2,"spoli_c_730",2,21,1,"ssl"
1,"spoli_c_730",1,22,1,"ssl"
2,"spoli_c_730",2,23,1,"ssl"
1,"spoli_c_730",1,24,1,"ssl"
2,"spoli_c_730",1,25,0,"ssl"
2,"spoli_c_730",2,26,1,"ssl"
2,"spoli_c_730",2,27,1,"ssl"
2,"spoli_c_730",1,28,0,"ssl"
1,"spoli_c_730",1,29,1,"ssl"
1,"spoli_c_730",2,30,0,"ssl"
2,"spoli_c_730",1,31,0,"ssl"
1,"spoli_c_730",2,32,0,"ssl"
1,"spoli_c_740",2,1,0,"ssl"
2,"spoli_c_740",1,2,0,"ssl"
1,"spoli_c_740",1,3,1,"ssl"
2,"spoli_c_740",2,4,1,"ssl"
1,"spoli_c_740",1,5,1,"ssl"
1,"spoli_c_740",2,6,0,"ssl"
1,"spoli_c_740",2,7,0,"ssl"
1,"spoli_c_740",1,8,1,"ssl"
1,"spoli_c_740",1,9,1,"ssl"
2,"spoli_c_740",2,10,1,"ssl"
1,"spoli_c_740",2,11,0,"ssl"
2,"spoli_c_740",1,12,0,"ssl"
1,"spoli_c_740",2,13,0,"ssl"
1,"spoli_c_740",1,14,1,"ssl"
1,"spoli_c_740",2,15,0,"ssl"
2,"spoli_c_740",1,16,0,"ssl"
2,"spoli_c_740",1,17,0,"ssl"
2,"spoli_c_740",2,18,1,"ssl"
1,"spoli_c_740",1,19,1,"ssl"
2,"spoli_c_740",2,20,1,"ssl"
1,"spoli_c_740",2,21,0,"ssl"
1,"spoli_c_740",1,22,1,"ssl"
2,"spoli_c_740",2,23,1,"ssl"
1,"spoli_c_740",1,24,1,"ssl"
1,"spoli_c_740",1,25,1,"ssl"
1,"spoli_c_740",2,26,0,"ssl"
2,"spoli_c_740",2,27,1,"ssl"
1,"spoli_c_740",1,28,1,"ssl"
1,"spoli_c_740",1,29,1,"ssl"
1,"spoli_c_740",2,30,0,"ssl"
2,"spoli_c_740",1,31,0,"ssl"
2,"spoli_c_740",2,32,1,"ssl"
1,"spoli_c_743",2,1,0,"ssl"
1,"spoli_c_743",1,2,1,"ssl"
1,"spoli_c_743",1,3,1,"ssl"
2,"spoli_c_743",2,4,1,"ssl"
2,"spoli_c_743",1,5,0,"ssl"
1,"spoli_c_743",2,6,0,"ssl"
2,"spoli_c_743",2,7,1,"ssl"
1,"spoli_c_743",1,8,1,"ssl"
2,"spoli_c_743",1,9,0,"ssl"
1,"spoli_c_743",2,10,0,"ssl"
1,"spoli_c_743",2,11,0,"ssl"
1,"spoli_c_743",1,12,1,"ssl"
2,"spoli_c_743",2,13,1,"ssl"
2,"spoli_c_743",1,14,0,"ssl"
1,"spoli_c_743",2,15,0,"ssl"
2,"spoli_c_743",1,16,0,"ssl"
1,"spoli_c_743",1,17,1,"ssl"
2,"spoli_c_743",2,18,1,"ssl"
1,"spoli_c_743",1,19,1,"ssl"
1,"spoli_c_743",2,20,0,"ssl"
2,"spoli_c_743",2,21,1,"ssl"
1,"spoli_c_743",1,22,1,"ssl"
2,"spoli_c_743",2,23,1,"ssl"
2,"spoli_c_743",1,24,0,"ssl"
2,"spoli_c_743",1,25,0,"ssl"
2,"spoli_c_743",2,26,1,"ssl"
1,"spoli_c_743",2,27,0,"ssl"
2,"spoli_c_743",1,28,0,"ssl"
2,"spoli_c_743",1,29,0,"ssl"
2,"spoli_c_743",2,30,1,"ssl"
2,"spoli_c_743",1,31,0,"ssl"
1,"spoli_c_743",2,32,0,"ssl"
1,"spoli_c_751",2,1,0,"ssl"
1,"spoli_c_751",1,2,1,"ssl"
1,"spoli_c_751",1,3,1,"ssl"
2,"spoli_c_751",2,4,1,"ssl"
2,"spoli_c_751",1,5,0,"ssl"
1,"spoli_c_751",2,6,0,"ssl"
1,"spoli_c_751",2,7,0,"ssl"
1,"spoli_c_751",1,8,1,"ssl"
1,"spoli_c_751",1,9,1,"ssl"
1,"spoli_c_751",2,10,0,"ssl"
1,"spoli_c_751",2,11,0,"ssl"
1,"spoli_c_751",1,12,1,"ssl"
1,"spoli_c_751",2,13,0,"ssl"
1,"spoli_c_751",1,14,1,"ssl"
2,"spoli_c_751",2,15,1,"ssl"
1,"spoli_c_751",1,16,1,"ssl"
1,"spoli_c_751",1,17,1,"ssl"
2,"spoli_c_751",2,18,1,"ssl"
2,"spoli_c_751",1,19,0,"ssl"
2,"spoli_c_751",2,20,1,"ssl"
1,"spoli_c_751",2,21,0,"ssl"
1,"spoli_c_751",1,22,1,"ssl"
2,"spoli_c_751",2,23,1,"ssl"
2,"spoli_c_751",1,24,0,"ssl"
1,"spoli_c_751",1,25,1,"ssl"
1,"spoli_c_751",2,26,0,"ssl"
1,"spoli_c_751",2,27,0,"ssl"
1,"spoli_c_751",1,28,1,"ssl"
1,"spoli_c_751",1,29,1,"ssl"
1,"spoli_c_751",2,30,0,"ssl"
2,"spoli_c_751",1,31,0,"ssl"
2,"spoli_c_751",2,32,1,"ssl"
2,"spoli_c_760",2,1,1,"ssl"
2,"spoli_c_760",1,2,0,"ssl"
1,"spoli_c_760",1,3,1,"ssl"
1,"spoli_c_760",2,4,0,"ssl"
2,"spoli_c_760",1,5,0,"ssl"
2,"spoli_c_760",2,6,1,"ssl"
2,"spoli_c_760",2,7,1,"ssl"
1,"spoli_c_760",1,8,1,"ssl"
1,"spoli_c_760",1,9,1,"ssl"
1,"spoli_c_760",2,10,0,"ssl"
2,"spoli_c_760",2,11,1,"ssl"
1,"spoli_c_760",1,12,1,"ssl"
2,"spoli_c_760",2,13,1,"ssl"
1,"spoli_c_760",1,14,1,"ssl"
2,"spoli_c_760",2,15,1,"ssl"
1,"spoli_c_760",1,16,1,"ssl"
1,"spoli_c_760",1,17,1,"ssl"
2,"spoli_c_760",2,18,1,"ssl"
1,"spoli_c_760",1,19,1,"ssl"
1,"spoli_c_760",2,20,0,"ssl"
2,"spoli_c_760",2,21,1,"ssl"
2,"spoli_c_760",1,22,0,"ssl"
1,"spoli_c_760",2,23,0,"ssl"
1,"spoli_c_760",1,24,1,"ssl"
2,"spoli_c_760",1,25,0,"ssl"
1,"spoli_c_760",2,26,0,"ssl"
2,"spoli_c_760",2,27,1,"ssl"
1,"spoli_c_760",1,28,1,"ssl"
2,"spoli_c_760",1,29,0,"ssl"
2,"spoli_c_760",2,30,1,"ssl"
1,"spoli_c_760",1,31,1,"ssl"
2,"spoli_c_760",2,32,1,"ssl"
2,"spoli_c_768",2,1,1,"ssl"
1,"spoli_c_768",1,2,1,"ssl"
2,"spoli_c_768",1,3,0,"ssl"
2,"spoli_c_768",2,4,1,"ssl"
1,"spoli_c_768",1,5,1,"ssl"
2,"spoli_c_768",2,6,1,"ssl"
2,"spoli_c_768",2,7,1,"ssl"
1,"spoli_c_768",1,8,1,"ssl"
2,"spoli_c_768",1,9,0,"ssl"
1,"spoli_c_768",2,10,0,"ssl"
1,"spoli_c_768",2,11,0,"ssl"
1,"spoli_c_768",1,12,1,"ssl"
1,"spoli_c_768",2,13,0,"ssl"
2,"spoli_c_768",1,14,0,"ssl"
1,"spoli_c_768",2,15,0,"ssl"
1,"spoli_c_768",1,16,1,"ssl"
1,"spoli_c_768",1,17,1,"ssl"
1,"spoli_c_768",2,18,0,"ssl"
2,"spoli_c_768",1,19,0,"ssl"
1,"spoli_c_768",2,20,0,"ssl"
1,"spoli_c_768",2,21,0,"ssl"
1,"spoli_c_768",1,22,1,"ssl"
1,"spoli_c_768",2,23,0,"ssl"
2,"spoli_c_768",1,24,0,"ssl"
1,"spoli_c_768",1,25,1,"ssl"
2,"spoli_c_768",2,26,1,"ssl"
2,"spoli_c_768",2,27,1,"ssl"
2,"spoli_c_768",1,28,0,"ssl"
1,"spoli_c_768",1,29,1,"ssl"
1,"spoli_c_768",2,30,0,"ssl"
1,"spoli_c_768",1,31,1,"ssl"
1,"spoli_c_768",2,32,0,"ssl"
1,"spoli_c_777",2,1,0,"ssl"
2,"spoli_c_777",1,2,0,"ssl"
2,"spoli_c_777",1,3,0,"ssl"
2,"spoli_c_777",2,4,1,"ssl"
1,"spoli_c_777",1,5,1,"ssl"
2,"spoli_c_777",2,6,1,"ssl"
2,"spoli_c_777",2,7,1,"ssl"
2,"spoli_c_777",1,8,0,"ssl"
2,"spoli_c_777",1,9,0,"ssl"
1,"spoli_c_777",2,10,0,"ssl"
2,"spoli_c_777",2,11,1,"ssl"
2,"spoli_c_777",1,12,0,"ssl"
2,"spoli_c_777",2,13,1,"ssl"
2,"spoli_c_777",1,14,0,"ssl"
2,"spoli_c_777",2,15,1,"ssl"
2,"spoli_c_777",1,16,0,"ssl"
2,"spoli_c_777",1,17,0,"ssl"
2,"spoli_c_777",2,18,1,"ssl"
2,"spoli_c_777",1,19,0,"ssl"
2,"spoli_c_777",2,20,1,"ssl"
2,"spoli_c_777",2,21,1,"ssl"
2,"spoli_c_777",1,22,0,"ssl"
2,"spoli_c_777",2,23,1,"ssl"
2,"spoli_c_777",1,24,0,"ssl"
1,"spoli_c_777",1,25,1,"ssl"
1,"spoli_c_777",2,26,0,"ssl"
1,"spoli_c_777",2,27,0,"ssl"
2,"spoli_c_777",1,28,0,"ssl"
1,"spoli_c_777",1,29,1,"ssl"
1,"spoli_c_777",2,30,0,"ssl"
1,"spoli_c_777",1,31,1,"ssl"
1,"spoli_c_777",2,32,0,"ssl"
1,"spoli_c_008",1,1,1,"tsl"
1,"spoli_c_008",1,2,1,"tsl"
2,"spoli_c_008",2,3,1,"tsl"
2,"spoli_c_008",1,4,0,"tsl"
1,"spoli_c_008",1,5,1,"tsl"
1,"spoli_c_008",1,6,1,"tsl"
2,"spoli_c_008",2,7,1,"tsl"
1,"spoli_c_008",2,8,0,"tsl"
1,"spoli_c_008",2,9,0,"tsl"
2,"spoli_c_008",2,10,1,"tsl"
2,"spoli_c_008",1,11,0,"tsl"
1,"spoli_c_008",1,12,1,"tsl"
1,"spoli_c_008",1,13,1,"tsl"
2,"spoli_c_008",2,14,1,"tsl"
1,"spoli_c_008",2,15,0,"tsl"
2,"spoli_c_008",1,16,0,"tsl"
1,"spoli_c_008",2,17,0,"tsl"
2,"spoli_c_008",2,18,1,"tsl"
1,"spoli_c_008",1,19,1,"tsl"
2,"spoli_c_008",1,20,0,"tsl"
2,"spoli_c_008",2,21,1,"tsl"
1,"spoli_c_008",1,22,1,"tsl"
2,"spoli_c_008",2,23,1,"tsl"
1,"spoli_c_008",1,24,1,"tsl"
2,"spoli_c_008",2,25,1,"tsl"
1,"spoli_c_008",1,26,1,"tsl"
2,"spoli_c_008",2,27,1,"tsl"
2,"spoli_c_008",1,28,0,"tsl"
2,"spoli_c_008",1,29,0,"tsl"
1,"spoli_c_008",2,30,0,"tsl"
2,"spoli_c_008",2,31,1,"tsl"
1,"spoli_c_008",2,32,0,"tsl"
2,"spoli_c_014",1,1,0,"tsl"
2,"spoli_c_014",1,2,0,"tsl"
2,"spoli_c_014",2,3,1,"tsl"
1,"spoli_c_014",1,4,1,"tsl"
1,"spoli_c_014",1,5,1,"tsl"
1,"spoli_c_014",1,6,1,"tsl"
2,"spoli_c_014",2,7,1,"tsl"
1,"spoli_c_014",2,8,0,"tsl"
2,"spoli_c_014",2,9,1,"tsl"
1,"spoli_c_014",2,10,0,"tsl"
1,"spoli_c_014",1,11,1,"tsl"
1,"spoli_c_014",1,12,1,"tsl"
1,"spoli_c_014",1,13,1,"tsl"
2,"spoli_c_014",2,14,1,"tsl"
1,"spoli_c_014",2,15,0,"tsl"
2,"spoli_c_014",1,16,0,"tsl"
1,"spoli_c_014",2,17,0,"tsl"
1,"spoli_c_014",2,18,0,"tsl"
2,"spoli_c_014",1,19,0,"tsl"
1,"spoli_c_014",1,20,1,"tsl"
1,"spoli_c_014",2,21,0,"tsl"
1,"spoli_c_014",1,22,1,"tsl"
1,"spoli_c_014",2,23,0,"tsl"
2,"spoli_c_014",1,24,0,"tsl"
1,"spoli_c_014",2,25,0,"tsl"
2,"spoli_c_014",1,26,0,"tsl"
1,"spoli_c_014",2,27,0,"tsl"
1,"spoli_c_014",1,28,1,"tsl"
1,"spoli_c_014",1,29,1,"tsl"
1,"spoli_c_014",2,30,0,"tsl"
2,"spoli_c_014",2,31,1,"tsl"
2,"spoli_c_014",2,32,1,"tsl"
2,"spoli_c_030",1,1,0,"tsl"
1,"spoli_c_030",1,2,1,"tsl"
1,"spoli_c_030",2,3,0,"tsl"
2,"spoli_c_030",1,4,0,"tsl"
1,"spoli_c_030",1,5,1,"tsl"
1,"spoli_c_030",1,6,1,"tsl"
1,"spoli_c_030",2,7,0,"tsl"
2,"spoli_c_030",2,8,1,"tsl"
1,"spoli_c_030",2,9,0,"tsl"
1,"spoli_c_030",2,10,0,"tsl"
2,"spoli_c_030",1,11,0,"tsl"
2,"spoli_c_030",1,12,0,"tsl"
2,"spoli_c_030",1,13,0,"tsl"
2,"spoli_c_030",2,14,1,"tsl"
1,"spoli_c_030",2,15,0,"tsl"
2,"spoli_c_030",1,16,0,"tsl"
1,"spoli_c_030",2,17,0,"tsl"
2,"spoli_c_030",2,18,1,"tsl"
2,"spoli_c_030",1,19,0,"tsl"
1,"spoli_c_030",1,20,1,"tsl"
1,"spoli_c_030",2,21,0,"tsl"
1,"spoli_c_030",1,22,1,"tsl"
1,"spoli_c_030",2,23,0,"tsl"
1,"spoli_c_030",1,24,1,"tsl"
1,"spoli_c_030",2,25,0,"tsl"
1,"spoli_c_030",1,26,1,"tsl"
1,"spoli_c_030",2,27,0,"tsl"
2,"spoli_c_030",1,28,0,"tsl"
1,"spoli_c_030",1,29,1,"tsl"
1,"spoli_c_030",2,30,0,"tsl"
2,"spoli_c_030",2,31,1,"tsl"
1,"spoli_c_030",2,32,0,"tsl"
1,"spoli_c_076",1,1,1,"tsl"
2,"spoli_c_076",1,2,0,"tsl"
1,"spoli_c_076",2,3,0,"tsl"
2,"spoli_c_076",1,4,0,"tsl"
1,"spoli_c_076",1,5,1,"tsl"
2,"spoli_c_076",1,6,0,"tsl"
2,"spoli_c_076",2,7,1,"tsl"
1,"spoli_c_076",2,8,0,"tsl"
2,"spoli_c_076",2,9,1,"tsl"
1,"spoli_c_076",2,10,0,"tsl"
1,"spoli_c_076",1,11,1,"tsl"
2,"spoli_c_076",1,12,0,"tsl"
2,"spoli_c_076",1,13,0,"tsl"
1,"spoli_c_076",2,14,0,"tsl"
1,"spoli_c_076",2,15,0,"tsl"
1,"spoli_c_076",1,16,1,"tsl"
2,"spoli_c_076",2,17,1,"tsl"
2,"spoli_c_076",2,18,1,"tsl"
2,"spoli_c_076",1,19,0,"tsl"
1,"spoli_c_076",1,20,1,"tsl"
2,"spoli_c_076",2,21,1,"tsl"
2,"spoli_c_076",1,22,0,"tsl"
2,"spoli_c_076",2,23,1,"tsl"
2,"spoli_c_076",1,24,0,"tsl"
2,"spoli_c_076",2,25,1,"tsl"
1,"spoli_c_076",1,26,1,"tsl"
1,"spoli_c_076",2,27,0,"tsl"
2,"spoli_c_076",1,28,0,"tsl"
1,"spoli_c_076",1,29,1,"tsl"
2,"spoli_c_076",2,30,1,"tsl"
1,"spoli_c_076",2,31,0,"tsl"
2,"spoli_c_076",2,32,1,"tsl"
1,"spoli_c_078",1,1,1,"tsl"
2,"spoli_c_078",1,2,0,"tsl"
2,"spoli_c_078",2,3,1,"tsl"
1,"spoli_c_078",1,4,1,"tsl"
1,"spoli_c_078",1,5,1,"tsl"
1,"spoli_c_078",1,6,1,"tsl"
1,"spoli_c_078",2,7,0,"tsl"
2,"spoli_c_078",2,8,1,"tsl"
2,"spoli_c_078",2,9,1,"tsl"
2,"spoli_c_078",2,10,1,"tsl"
1,"spoli_c_078",1,11,1,"tsl"
1,"spoli_c_078",1,12,1,"tsl"
1,"spoli_c_078",1,13,1,"tsl"
2,"spoli_c_078",2,14,1,"tsl"
2,"spoli_c_078",2,15,1,"tsl"
1,"spoli_c_078",1,16,1,"tsl"
2,"spoli_c_078",2,17,1,"tsl"
1,"spoli_c_078",2,18,0,"tsl"
1,"spoli_c_078",1,19,1,"tsl"
1,"spoli_c_078",1,20,1,"tsl"
2,"spoli_c_078",2,21,1,"tsl"
1,"spoli_c_078",1,22,1,"tsl"
1,"spoli_c_078",2,23,0,"tsl"
2,"spoli_c_078",1,24,0,"tsl"
2,"spoli_c_078",2,25,1,"tsl"
1,"spoli_c_078",1,26,1,"tsl"
2,"spoli_c_078",2,27,1,"tsl"
1,"spoli_c_078",1,28,1,"tsl"
2,"spoli_c_078",1,29,0,"tsl"
2,"spoli_c_078",2,30,1,"tsl"
1,"spoli_c_078",2,31,0,"tsl"
2,"spoli_c_078",2,32,1,"tsl"
1,"spoli_c_088",1,1,1,"tsl"
2,"spoli_c_088",1,2,0,"tsl"
1,"spoli_c_088",2,3,0,"tsl"
1,"spoli_c_088",1,4,1,"tsl"
1,"spoli_c_088",1,5,1,"tsl"
1,"spoli_c_088",1,6,1,"tsl"
2,"spoli_c_088",2,7,1,"tsl"
1,"spoli_c_088",2,8,0,"tsl"
1,"spoli_c_088",2,9,0,"tsl"
1,"spoli_c_088",2,10,0,"tsl"
1,"spoli_c_088",1,11,1,"tsl"
1,"spoli_c_088",1,12,1,"tsl"
2,"spoli_c_088",1,13,0,"tsl"
1,"spoli_c_088",2,14,0,"tsl"
1,"spoli_c_088",2,15,0,"tsl"
1,"spoli_c_088",1,16,1,"tsl"
1,"spoli_c_088",2,17,0,"tsl"
2,"spoli_c_088",2,18,1,"tsl"
1,"spoli_c_088",1,19,1,"tsl"
1,"spoli_c_088",1,20,1,"tsl"
1,"spoli_c_088",2,21,0,"tsl"
1,"spoli_c_088",1,22,1,"tsl"
2,"spoli_c_088",2,23,1,"tsl"
2,"spoli_c_088",1,24,0,"tsl"
1,"spoli_c_088",2,25,0,"tsl"
2,"spoli_c_088",1,26,0,"tsl"
1,"spoli_c_088",2,27,0,"tsl"
2,"spoli_c_088",1,28,0,"tsl"
1,"spoli_c_088",1,29,1,"tsl"
1,"spoli_c_088",2,30,0,"tsl"
1,"spoli_c_088",2,31,0,"tsl"
1,"spoli_c_088",2,32,0,"tsl"
2,"spoli_c_093",1,1,0,"tsl"
1,"spoli_c_093",1,2,1,"tsl"
1,"spoli_c_093",2,3,0,"tsl"
1,"spoli_c_093",1,4,1,"tsl"
2,"spoli_c_093",1,5,0,"tsl"
2,"spoli_c_093",1,6,0,"tsl"
2,"spoli_c_093",2,7,1,"tsl"
1,"spoli_c_093",2,8,0,"tsl"
1,"spoli_c_093",2,9,0,"tsl"
1,"spoli_c_093",2,10,0,"tsl"
1,"spoli_c_093",1,11,1,"tsl"
1,"spoli_c_093",1,12,1,"tsl"
1,"spoli_c_093",1,13,1,"tsl"
1,"spoli_c_093",2,14,0,"tsl"
1,"spoli_c_093",2,15,0,"tsl"
1,"spoli_c_093",1,16,1,"tsl"
1,"spoli_c_093",2,17,0,"tsl"
1,"spoli_c_093",2,18,0,"tsl"
2,"spoli_c_093",1,19,0,"tsl"
2,"spoli_c_093",1,20,0,"tsl"
2,"spoli_c_093",2,21,1,"tsl"
1,"spoli_c_093",1,22,1,"tsl"
1,"spoli_c_093",2,23,0,"tsl"
1,"spoli_c_093",1,24,1,"tsl"
1,"spoli_c_093",2,25,0,"tsl"
1,"spoli_c_093",1,26,1,"tsl"
1,"spoli_c_093",2,27,0,"tsl"
1,"spoli_c_093",1,28,1,"tsl"
2,"spoli_c_093",1,29,0,"tsl"
2,"spoli_c_093",2,30,1,"tsl"
2,"spoli_c_093",2,31,1,"tsl"
2,"spoli_c_093",2,32,1,"tsl"
1,"spoli_c_097",1,1,1,"tsl"
1,"spoli_c_097",1,2,1,"tsl"
2,"spoli_c_097",2,3,1,"tsl"
1,"spoli_c_097",1,4,1,"tsl"
2,"spoli_c_097",1,5,0,"tsl"
1,"spoli_c_097",1,6,1,"tsl"
2,"spoli_c_097",2,7,1,"tsl"
2,"spoli_c_097",2,8,1,"tsl"
1,"spoli_c_097",2,9,0,"tsl"
2,"spoli_c_097",2,10,1,"tsl"
1,"spoli_c_097",1,11,1,"tsl"
2,"spoli_c_097",1,12,0,"tsl"
1,"spoli_c_097",1,13,1,"tsl"
2,"spoli_c_097",2,14,1,"tsl"
2,"spoli_c_097",2,15,1,"tsl"
1,"spoli_c_097",1,16,1,"tsl"
2,"spoli_c_097",2,17,1,"tsl"
1,"spoli_c_097",2,18,0,"tsl"
1,"spoli_c_097",1,19,1,"tsl"
1,"spoli_c_097",1,20,1,"tsl"
2,"spoli_c_097",2,21,1,"tsl"
1,"spoli_c_097",1,22,1,"tsl"
2,"spoli_c_097",2,23,1,"tsl"
2,"spoli_c_097",1,24,0,"tsl"
2,"spoli_c_097",2,25,1,"tsl"
1,"spoli_c_097",1,26,1,"tsl"
2,"spoli_c_097",2,27,1,"tsl"
2,"spoli_c_097",1,28,0,"tsl"
1,"spoli_c_097",1,29,1,"tsl"
2,"spoli_c_097",2,30,1,"tsl"
2,"spoli_c_097",2,31,1,"tsl"
1,"spoli_c_097",2,32,0,"tsl"
1,"spoli_c_049",2,1,0,"tsl"
1,"spoli_c_049",1,2,1,"tsl"
2,"spoli_c_049",2,3,1,"tsl"
2,"spoli_c_049",1,4,0,"tsl"
2,"spoli_c_049",2,5,1,"tsl"
1,"spoli_c_049",1,6,1,"tsl"
1,"spoli_c_049",1,7,1,"tsl"
2,"spoli_c_049",2,8,1,"tsl"
1,"spoli_c_049",2,9,0,"tsl"
2,"spoli_c_049",1,10,0,"tsl"
2,"spoli_c_049",2,11,1,"tsl"
1,"spoli_c_049",2,12,0,"tsl"
1,"spoli_c_049",1,13,1,"tsl"
1,"spoli_c_049",2,14,0,"tsl"
2,"spoli_c_049",1,15,0,"tsl"
1,"spoli_c_049",1,16,1,"tsl"
2,"spoli_c_049",2,17,1,"tsl"
1,"spoli_c_049",1,18,1,"tsl"
2,"spoli_c_049",2,19,1,"tsl"
2,"spoli_c_049",1,20,0,"tsl"
1,"spoli_c_049",2,21,0,"tsl"
1,"spoli_c_049",1,22,1,"tsl"
1,"spoli_c_049",2,23,0,"tsl"
1,"spoli_c_049",1,24,1,"tsl"
2,"spoli_c_049",2,25,1,"tsl"
2,"spoli_c_049",2,26,1,"tsl"
1,"spoli_c_049",1,27,1,"tsl"
2,"spoli_c_049",1,28,0,"tsl"
1,"spoli_c_049",2,29,0,"tsl"
2,"spoli_c_049",2,30,1,"tsl"
2,"spoli_c_049",1,31,0,"tsl"
2,"spoli_c_049",1,32,0,"tsl"
2,"spoli_c_071",2,1,1,"tsl"
2,"spoli_c_071",1,2,0,"tsl"
2,"spoli_c_071",2,3,1,"tsl"
2,"spoli_c_071",1,4,0,"tsl"
2,"spoli_c_071",2,5,1,"tsl"
2,"spoli_c_071",1,6,0,"tsl"
2,"spoli_c_071",1,7,0,"tsl"
2,"spoli_c_071",2,8,1,"tsl"
2,"spoli_c_071",2,9,1,"tsl"
2,"spoli_c_071",1,10,0,"tsl"
2,"spoli_c_071",2,11,1,"tsl"
2,"spoli_c_071",2,12,1,"tsl"
2,"spoli_c_071",1,13,0,"tsl"
2,"spoli_c_071",2,14,1,"tsl"
2,"spoli_c_071",1,15,0,"tsl"
2,"spoli_c_071",1,16,0,"tsl"
2,"spoli_c_071",2,17,1,"tsl"
2,"spoli_c_071",1,18,0,"tsl"
2,"spoli_c_071",2,19,1,"tsl"
2,"spoli_c_071",1,20,0,"tsl"
2,"spoli_c_071",2,21,1,"tsl"
2,"spoli_c_071",1,22,0,"tsl"
2,"spoli_c_071",2,23,1,"tsl"
2,"spoli_c_071",1,24,0,"tsl"
2,"spoli_c_071",2,25,1,"tsl"
2,"spoli_c_071",2,26,1,"tsl"
2,"spoli_c_071",1,27,0,"tsl"
2,"spoli_c_071",1,28,0,"tsl"
2,"spoli_c_071",2,29,1,"tsl"
2,"spoli_c_071",2,30,1,"tsl"
2,"spoli_c_071",1,31,0,"tsl"
2,"spoli_c_071",1,32,0,"tsl"
1,"spoli_c_125",2,1,0,"tsl"
2,"spoli_c_125",1,2,0,"tsl"
2,"spoli_c_125",2,3,1,"tsl"
2,"spoli_c_125",1,4,0,"tsl"
1,"spoli_c_125",2,5,0,"tsl"
2,"spoli_c_125",1,6,0,"tsl"
2,"spoli_c_125",1,7,0,"tsl"
2,"spoli_c_125",2,8,1,"tsl"
2,"spoli_c_125",2,9,1,"tsl"
2,"spoli_c_125",1,10,0,"tsl"
2,"spoli_c_125",2,11,1,"tsl"
1,"spoli_c_125",2,12,0,"tsl"
2,"spoli_c_125",1,13,0,"tsl"
2,"spoli_c_125",2,14,1,"tsl"
2,"spoli_c_125",1,15,0,"tsl"
2,"spoli_c_125",1,16,0,"tsl"
2,"spoli_c_125",2,17,1,"tsl"
2,"spoli_c_125",1,18,0,"tsl"
1,"spoli_c_125",2,19,0,"tsl"
2,"spoli_c_125",1,20,0,"tsl"
2,"spoli_c_125",2,21,1,"tsl"
1,"spoli_c_125",1,22,1,"tsl"
2,"spoli_c_125",2,23,1,"tsl"
2,"spoli_c_125",1,24,0,"tsl"
2,"spoli_c_125",2,25,1,"tsl"
2,"spoli_c_125",2,26,1,"tsl"
1,"spoli_c_125",1,27,1,"tsl"
2,"spoli_c_125",1,28,0,"tsl"
1,"spoli_c_125",2,29,0,"tsl"
2,"spoli_c_125",2,30,1,"tsl"
2,"spoli_c_125",1,31,0,"tsl"
2,"spoli_c_125",1,32,0,"tsl"
2,"spoli_c_342",2,1,1,"tsl"
1,"spoli_c_342",1,2,1,"tsl"
2,"spoli_c_342",2,3,1,"tsl"
1,"spoli_c_342",1,4,1,"tsl"
2,"spoli_c_342",2,5,1,"tsl"
1,"spoli_c_342",1,6,1,"tsl"
1,"spoli_c_342",1,7,1,"tsl"
2,"spoli_c_342",2,8,1,"tsl"
1,"spoli_c_342",2,9,0,"tsl"
1,"spoli_c_342",1,10,1,"tsl"
1,"spoli_c_342",2,11,0,"tsl"
1,"spoli_c_342",2,12,0,"tsl"
2,"spoli_c_342",1,13,0,"tsl"
2,"spoli_c_342",2,14,1,"tsl"
2,"spoli_c_342",1,15,0,"tsl"
2,"spoli_c_342",1,16,0,"tsl"
1,"spoli_c_342",2,17,0,"tsl"
2,"spoli_c_342",1,18,0,"tsl"
2,"spoli_c_342",2,19,1,"tsl"
1,"spoli_c_342",1,20,1,"tsl"
1,"spoli_c_342",2,21,0,"tsl"
1,"spoli_c_342",1,22,1,"tsl"
1,"spoli_c_342",2,23,0,"tsl"
1,"spoli_c_342",1,24,1,"tsl"
1,"spoli_c_342",2,25,0,"tsl"
1,"spoli_c_342",2,26,0,"tsl"
1,"spoli_c_342",1,27,1,"tsl"
1,"spoli_c_342",1,28,1,"tsl"
1,"spoli_c_342",2,29,0,"tsl"
2,"spoli_c_342",2,30,1,"tsl"
2,"spoli_c_342",1,31,0,"tsl"
2,"spoli_c_342",1,32,0,"tsl"
1,"spoli_c_346",2,1,0,"tsl"
1,"spoli_c_346",1,2,1,"tsl"
1,"spoli_c_346",2,3,0,"tsl"
1,"spoli_c_346",1,4,1,"tsl"
1,"spoli_c_346",2,5,0,"tsl"
1,"spoli_c_346",1,6,1,"tsl"
1,"spoli_c_346",1,7,1,"tsl"
1,"spoli_c_346",2,8,0,"tsl"
1,"spoli_c_346",2,9,0,"tsl"
1,"spoli_c_346",1,10,1,"tsl"
1,"spoli_c_346",2,11,0,"tsl"
1,"spoli_c_346",2,12,0,"tsl"
1,"spoli_c_346",1,13,1,"tsl"
1,"spoli_c_346",2,14,0,"tsl"
